gsize_diff_an4,gf_diff_an4,f_fnn_diff_an4,fnnf_maxadec_l_m_r,dist_centroid_diff_l_an4
12.412,    10, 9.991,-717.022,-0.004
46.076,    21,18.989,2141.147,-0.011
48.949,    24,27.639,174.667, 0.005
38.434,    19,17.840,151.670,-0.015
40.078,    17,14.249,1083.287,-0.002
64.645,    28,27.972,111.221, 0.026
 9.869,    12,15.972,-69.099,-0.012
65.408,    26,25.122,138.244,-0.022
-5.096,    -1,-0.386,-942.156, 0.031
 1.453,    -1,-2.956,-312.175,-0.142
-30.603,   -13,-8.737,-283.932,-0.135
-15.402,    -9,-9.056,-18.406,-0.237
24.618,     2, 5.159,-18.406, 0.490
-14.150,    -8,-9.614,-228.934, 0.014
-19.164,   -10,-11.840,76.847, 0.004
26.267,     4,-1.792,187.287, 0.086
-66.695,   -19,-22.397,254.803, 0.003
-20.222,   -11,-16.955,5427.987,-0.134
-204.636,   -91,-129.363,27471.206,-0.944
-51.085,   -18,-49.182,-897.056,-0.192
-109.867,   -31,-64.300,-720.401,-0.882
19.522,     3, 2.592,-4353.781,-0.013
45.144,    10, 8.521,-4330.308,-0.021
-1.463,    -3,-4.615,-4214.194, 0.145
 3.741,   -16,-17.098,-3763.870,-0.451
-28.397,     1,-3.069,135.650,-0.025
-18.486,    -2,-5.444,-40.554,-0.013
-59.911,    -8,-11.268,498.160,-0.861
-127.861,   -29,-37.787,20264.624,-0.040
22.766,     3, 4.218,-4329.941, 0.382
29.052,     7, 7.254,-1708.500, 0.482
24.178,     6,10.243,-25.589,-0.024
46.694,    12,18.100, 9.589, 0.011
109.344,    31,32.329,-1309.798, 0.593
136.366,    37,43.996,-945.322, 0.006
130.155,    32,38.436,-9493.188, 0.757
130.938,    40,49.496,-9508.526,-0.009
126.762,    38,50.363,-3913.123, 0.632
119.020,    31,34.663,-8217.013,-0.000
111.358,    31,38.913,-8865.042,-0.005
102.953,    29,31.663,-5110.279,-0.005
124.276,    36,45.877,-5374.102, 0.016
124.863,    35,43.663,-8209.111,-0.003
-2.685,   -15,-16.662,-2139.993,-0.005
68.549,    15,20.929,-481.443, 0.790
16.423,     2, 0.567,-361.108, 0.005
23.880,     2, 1.467,-172.017, 0.417
-36.683,   -13,-19.013,6080.389,-0.484
-5.553,    -1,-2.795,5709.552,-0.145
 5.759,    -4,-8.796,-5525.093,-0.117
-7.526,     0, 3.824,-5626.676,-0.014
29.781,     9,11.824,-4777.169, 0.024
-49.711,   -18,-17.106,17.102, 0.045
-68.025,   -12,-6.625,-252.029,-0.733
-25.605,   -10,-12.597,-62.876,-0.587
-21.727,    -5,-3.144,-42.501,-0.400
-87.802,   -24,-32.200,410.801, 0.025
-120.032,   -40,-49.428,4165.869,-0.708
-122.101,   -21,-34.700,11094.812, 0.032
-67.084,    -4,-13.625,11117.709,-0.023
-12.340,    -4,-6.025,66.474,-0.129
10.806,     6, 5.278,-4.454, 0.036
21.844,     5, 3.034,-27.860, 0.032
 7.519,     2, 1.799,-3.215, 0.025
-9.974,     1,-1.595,5667.664,-0.194
-25.566,    -6,-10.222,3141.468,-0.006
-23.863,    -7,-2.855,-2582.610, 0.019
 7.753,     1, 1.339,-794.639, 0.067
-10.817,     1, 1.379,418.291, 0.005
-14.873,    -1,-1.090,1790.303, 0.095
27.021,     6,11.667,188.040, 0.021
 9.510,     4, 4.083,1686.311, 0.114
-22.559,    -1,-5.013,4925.276, 0.135
17.199,     4, 0.583,967.330, 0.008
-37.420,    -9,-21.867,212.242, 0.085
-197.480,   -79,-101.494,11383.143, 0.026
-81.680,   -33,-53.179,867.755, 0.108
-71.324,    -9,-11.656,17058.817, 0.037
-38.585,   -12,-13.842,17058.817, 0.009
 6.286,     4, 3.036,56.201,-0.004
25.965,     9,17.632,108.611, 0.046
18.655,     9,15.257,-81.379,-0.004
 1.413,     3, 6.025,108.611,-0.006
23.929,     9,13.882,-264.449,-0.040
 9.911,    -3,-2.375,-135.650, 0.213
-31.515,    -9,-8.199,374.946,-0.516
-99.464,   -30,-34.717,9099.473,-0.049
-86.989,   -29,-34.997,9099.063,-0.606
15.272,     0, 6.455,-58.239, 0.008
34.905,     6, 5.655,-301.363, 0.031
-11.743,    -2,-6.392,4672.483, 0.097
-38.329,    -7,-6.045,3899.542,-0.113
-42.247,   -21,-32.039,-243.507, 0.009
-48.097,   -24,-28.214,240.869,-0.013
77.610,    13,14.692,-17297.479, 0.548
86.263,    19,20.681,-17361.537, 0.756
92.244,    19,20.110,-17334.910, 0.576
-19.087,    -4,-3.185,-956.339,-0.027
44.306,    15,18.844,-1329.122, 0.511
 4.918,    -4,-1.694,-2984.455,-0.057
60.423,    22,28.387,-3234.443, 0.728
57.100,    19,27.720,-1692.046, 0.741
58.503,    14,17.251,44.809, 0.396
43.357,    12, 9.929,45.042, 0.206
-38.969,    -7,-7.777,256.912,-0.357
24.830,     8, 8.336,1555.485, 0.250
23.373,     5, 5.310,1375.571, 0.271
11.860,     1, 4.410,-71.778, 0.146
65.612,    17,16.160,350.249, 0.707
-56.847,   -21,-23.101,298.717,-0.346
72.348,    18,20.303,-45.562, 0.668
-84.346,   -40,-51.295,3178.626, 0.016
-31.802,   -17,-19.206,27.538,-0.371
 4.818,    -1,-2.324,27.538,-0.031
-5.657,     1, 1.614,-3461.544,-0.220
 6.501,     0, 4.300,-71.834, 0.319
-8.311,   -10,-9.050,281.581,-0.217
-195.501,   -79,-90.327,937.593,-0.927
-12.802,    -6,-11.167,1037.581,-0.602
-42.270,   -14,-22.194,196.968,-0.547
-61.018,   -30,-43.309,1718.871, 0.046
-118.114,   -31,-39.550,446.847,-0.773
-65.003,   -20,-30.333,1718.871,-0.706
83.669,    17,15.942,-2436.778, 0.908
49.699,    13,18.609,-5272.880, 0.488
65.901,    14,16.720,-3969.497, 0.609
62.687,    10,14.686,-1910.425, 0.682
51.582,    13,13.409,-5327.925, 0.141
212.540,    93,155.363,-30137.063, 0.005
169.058,    91,140.863,-26503.340, 0.002
160.518,    73,81.681,-28978.286, 0.469
208.959,    89,115.863,-10288.934, 0.007
202.669,    85,96.163,-7554.020, 0.899
196.570,    80,87.663,-5141.398,-0.007
207.111,    85,93.363,-189.554, 0.051
153.551,    73,80.181,-28368.262, 0.031
206.340,    88,105.720,-12568.846, 0.805
190.089,    85,93.863,-8695.672, 0.670
175.190,    78,82.098,-4342.366, 0.099
203.077,    82,89.940,-1933.876, 0.044
199.109,    85,98.863,-5509.235, 0.082
94.769,    60,65.063,-27471.206, 0.038
-19.579,    -6,-8.583,670.306,-0.059
131.488,    26,25.061,-6942.175, 0.605
123.767,    24,23.694,-5765.630, 0.612
111.762,    18,19.750,-12307.010, 0.614
-34.725,    -9,-11.050,802.024,-0.298
-160.060,   -70,-79.627,11175.086,-0.649
29.272,     3,-4.383,-202.001, 0.345
42.775,     5,-4.033,-121.206, 0.044
38.395,    11,21.837,-1687.697, 0.863
11.259,     3, 2.591,-1224.261, 0.230
19.912,     9, 8.580,-1363.212, 0.232
48.046,    11, 6.722,-605.109, 0.720
32.969,     6, 4.972,-3035.334, 0.515
 8.746,     1,-1.337,-329.107,-0.019
-34.650,   -17,-17.454,1854.026, 0.009
 3.477,    -1,-1.424,-1.721, 0.182
-19.311,    -9,-10.792,1424.536, 0.109
-47.477,    -1,-1.424,535.807,-0.014
 9.641,     4, 3.343,51.643,-0.002
25.622,     7, 5.929,30.861, 0.042
14.985,     3, 4.916,-7.161, 0.146
-34.578,    -3, 2.207,-183.406,-0.586
-0.015,     5, 2.676,1909.692,-0.137
-12.635,     4, 9.396,-147.225,-0.443
 8.456,     3, 4.620,735.443, 0.068
22.414,     8, 9.688,-110.927, 0.612
-0.640,     3, 4.928,19.773,-0.057
19.288,     8, 8.938,-174.743, 0.431
10.381,    11,10.512,801.284,-0.084
-39.411,   -16,-21.131,260.187, 0.013
-30.900,   -11,-14.876,216.170,-0.413
-53.110,   -11,-15.261,86.786,-0.617
-9.040,    -1,-4.211,86.786,-0.014
-1.583,    -1,-3.311,35.160,-0.014
-34.818,   -15,-18.903, 1.313,-0.523
-96.673,   -36,-42.978,44.616,-0.826
-44.937,   -12,-18.628,4949.498,-0.586
-33.329,   -15,-17.647,-313.218,-0.002
-28.153,   -14,-19.895,57.052, 0.006
-25.447,    -9,-13.855,165.269,-0.051
11.609,    -3, 0.982,-4619.775, 0.045
31.931,    11,20.091,411.257, 0.234
56.610,    14,15.174,-2686.494, 0.015
16.784,    -2,-1.266,1182.406, 0.094
19.490,     3, 4.774,-24.506, 0.054
-42.135,   -14,-17.492,190.682,-0.348
-144.846,   -56,-62.639,2406.474,-0.705
-9.780,     2,-0.200,56.232,-0.383
-22.315,    -5,-4.700,2821.192,-0.062
-34.521,    -7,-8.465,1844.351,-0.015
-6.979,    -2, 0.633,401.077, 0.026
 7.892,     4, 2.800,1254.496, 0.451
-37.810,   -10,-19.958, 8.329,-0.782
-29.846,    -4,-5.958,167.637,-0.663
-95.259,   -22,-22.908,313.825,-0.822
-18.235,    -3,-1.784,139.489,-0.705
24.525,     5, 8.341,-1001.034, 0.048
10.329,     4, 6.086,-148.916,-0.023
 1.668,     3, 5.513,145.305,-0.162
-6.398,    -5,-9.635,244.011, 0.015
14.494,     3, 6.058,-39.932, 0.075
-156.230,   -58,-64.423,1720.351,-0.658
16.555,    -3,-8.544,154.992, 0.025
-64.204,   -22,-28.816,2251.930,-0.049
-35.628,   -17,-21.756,184.152,-0.309
-42.428,   -18,-22.842,142.792, 0.013
-53.287,   -27,-32.767,-409.398,-0.037
56.425,    11, 8.278,-872.198, 0.166
63.869,    19,29.200,-6865.532, 0.790
 6.931,     7, 9.409,-1177.244,-0.253
34.618,     6, 6.696,-5143.772, 0.122
83.792,    24,29.400,-1713.470, 0.000
32.991,     5, 7.667,-5143.772, 0.361
-64.533,   -21,-32.000,3791.650,-0.040
-83.831,   -28,-40.957,3791.650,-0.788
-97.308,   -25,-37.000,4614.799,-0.040
-2.641,    -1,-3.567,-79.646,-0.420
-62.680,   -24,-30.228,-41.109,-0.045
-79.831,   -28,-31.400,-61.201,-0.858
-2.023,     5, 4.248,345.651,-0.003
-20.194,    -3,-2.395,-63.185,-0.009
23.077,     6, 5.721,-98.963, 0.405
-2.171,     3, 0.605,97.963,-0.023
-4.058,    -1,-1.645,144.232,-0.005
-101.349,   -47,-51.834,1654.994,-0.681
-36.808,    -7,-8.395,5884.727,-0.057
-28.302,   -18,-21.003,85.719,-0.006
-62.691,   -17,-23.893,-66.225,-0.748
-77.655,   -30,-40.251,8478.471,-0.875
-23.917,   -11,-14.214,-211.567, 0.053
-94.301,   -26,-29.323,17596.376,-0.788
-110.899,   -26,-31.073,17596.376,-0.850
-48.721,   -12,-11.667,49.160,-0.013
-98.711,   -17,-21.819,2468.926,-0.740
-136.786,   -58,-71.314,30859.010,-0.002
-110.278,   -46,-58.894,30859.010,-0.023
-40.864,   -10,-5.250,2490.058, 0.102
-58.824,   -17,-19.869,637.781, 0.080
-19.507,   -10,-21.600,446.786, 0.043
-8.623,    -5,-9.100,-183.894,-0.013
-18.314,     6,10.481,-36.203,-0.269
-7.013,    -1,-0.158,724.179,-0.001
40.408,    15,19.003,-77.000, 0.025
 8.511,     5, 6.255,-322.250, 0.052
18.439,    11,11.531,-564.820, 0.010
27.985,    13,13.962,-42.501, 0.034
-24.115,    -7,-6.269,200.080,-0.207
-100.485,   -22,-27.702,4721.148,-0.511
-40.859,   -11,-14.931,-235.656, 0.052
-16.940,    -4, 1.833,-48.527,-0.046
46.424,    20,24.168,-2302.560,-0.001
25.680,    15,17.909,-436.705,-0.010
77.243,    28,31.882,-2261.767, 0.007
43.612,    20,20.025,487.887,-0.145
45.140,    12,13.473,-2288.318, 0.018
27.318,    11,11.078,-694.920, 0.374
36.620,    16,16.882,-352.304, 0.027
83.550,    27,26.525,247.841,-0.123
48.035,    13,13.382,1100.335, 0.145
35.268,    13,15.906,-2363.510,-0.002
47.662,    19,22.849,-112.585,-0.015
-7.048,   -10,-8.663,25.953,-0.064
 2.642,     1, 3.382,-2249.659, 0.048
 8.558,    -2,-1.223,99.742, 0.013
-1.284,    -8,-10.695,14.242, 0.052
-9.804,    -4,-7.286,2302.560,-0.248
-26.681,   -13,-14.675,20.752,-0.009
28.865,     6, 8.714,60.281, 0.593
-11.156,    -7,-8.262,52.917,-0.182
-49.260,   -25,-27.965,185.350,-0.320
-43.782,   -19,-20.786, 1.798,-0.387
-2.364,     8, 6.680,1463.486,-0.332
10.639,     2, 2.035,173.752, 0.192
 1.974,     0, 2.059,960.834, 0.165
-29.188,     0, 6.235,-319.446,-0.010
21.923,     6, 3.235,-247.542, 0.429
 2.082,     4, 2.697,1612.272, 0.007
-12.022,    -1,-1.500,2888.252,-0.104
-35.920,    -9,-13.125,3051.518,-0.211
-33.366,     1, 7.483,-2248.473,-0.254
38.003,    21,39.400,-759.204, 0.457
-69.159,   -29,-28.912,4084.111, 0.078
-56.117,   -21,-32.667,8247.665,-0.851
19.645,     5, 6.655,-2254.872, 0.488
 3.217,     4, 6.958,-1506.729, 0.093
-32.458,   -15,-17.025,5483.674,-0.292
-52.183,   -14,-13.212,29.160,-0.397
-6.580,     8, 6.644,3607.626, 0.019
-8.607,     3, 3.144,1845.498,-0.032
-69.842,   -24,-24.222,3736.039,-0.630
-37.632,    -2,-4.306,3361.438,-0.302
30.568,     8,10.444,-37.904,-0.018
35.268,    13,15.344,41.598, 0.415
-11.152,    -4,-6.375, 8.508,-0.234
 5.184,     4,10.125,163.526, 0.001
-119.511,   -48,-60.019,4951.346,-0.004
-105.164,   -39,-51.367,7289.334,-0.731
-60.492,    -9,-12.083,3174.618,-0.004
-54.001,   -24,-25.614,233.880, 0.058
-6.337,    -9,-11.167,208.498,-0.069
-22.884,   -12,-14.587,20.334,-0.308
22.547,     2,-4.540,156.952, 0.103
-64.545,   -20,-21.801,95.985,-0.701
-48.903,   -28,-31.219,272.210,-0.547
-23.942,   -13,-19.702,5397.651,-0.652
 9.631,     9,18.722,629.170, 0.162
49.657,    24,30.240,-360.927,-0.011
52.181,    20,23.097,-2369.308, 0.012
41.244,    13,14.097,-206.581, 0.011
49.634,    20,22.370,-3737.577, 0.684
18.868,    -2,-2.237,-650.227, 0.105
24.549,     1, 3.423,-1290.924, 0.009
-56.713,   -28,-28.742,6079.671,-0.532
12.912,     3, 4.314,-1235.497,-0.147
-96.553,   -24,-33.090,340.774,-0.891
-68.892,   -14,-16.039,4837.817,-0.025
-6.437,    -2,-4.533,1423.315, 0.025
31.071,     6,10.804,-391.948, 0.585
-38.352,    -5,-7.466,6107.869,-0.241
-8.218,     2, 1.929,-4.119,-0.007
-55.930,   -30,-32.617,483.356,-0.455
-18.370,    -4,-1.683,-38.424, 0.005
-24.631,    -2,-7.009,373.367, 0.109
 7.555,     2, 0.762,-185.481,-0.009
-1.726,    -2,-5.384,983.006, 0.051
-16.855,    -8,-6.100,172.624,-0.093
-5.449,     0, 0.900,3226.457,-0.112
-4.516,    -1, 2.855,168.880,-0.349
-16.413,    -5,-3.800,3226.457,-0.032
-15.603,    -7,-6.659,17.780,-0.009
-21.806,    -5,-8.631,235.646,-0.682
-14.581,    -5,-5.964,587.435, 0.014
-75.280,   -31,-32.162,689.096, 0.068
 3.976,    -1,-3.442,72.662, 0.024
-36.188,   -17,-20.164,158.800, 0.001
-14.417,    -4,-3.562,2016.993, 0.000
-77.994,   -14,-18.442,8649.853,-0.496
-36.843,    -5,-6.515,8659.213,-0.269
-23.930,    -4,-4.352,4450.942,-0.607
-10.273,    -2,-2.049,-5.684, 0.018
-28.800,    -6,-3.642,1446.472,-0.021
11.633,     4, 8.514,102.643, 0.026
17.761,     4, 5.414,-47.683,-0.007
-19.837,   -19,-20.119,83.388, 0.003
-101.940,   -25,-27.478,562.941,-0.742
-9.345,    -2, 1.095,17.595,-0.269
-39.763,   -11,-8.071,93.059,-0.630
-23.529,    -7,-8.071,557.828,-0.319
-1.124,   -10,-11.067,-1778.641,-0.036
-190.242,   -76,-92.716,2369.491,-0.909
-58.243,   -15,-31.181,673.520,-0.147
 2.987,    -1,-3.522,-753.424,-0.187
-93.592,   -25,-28.400,5394.262, 0.004
48.137,    20,27.692,30.583, 0.197
16.312,     6, 5.542,-145.375,-0.146
12.507,     7, 4.771,71.889, 0.077
 5.175,     1,-2.248,1056.392, 0.003
-8.525,     7, 8.192,-397.529,-0.336
35.146,    16,20.092,-261.622, 0.110
-137.325,   -46,-50.016,6399.160,-0.596
-9.842,    -6,-9.472,-120.472,-0.002
-35.239,   -11,-13.451,-7.749,-0.002
-3.168,    -2,-3.618,99.683,-0.285
-19.715,    -5,-7.039,65.552,-0.201
-57.818,   -23,-26.742,48.969,-0.585
17.889,     5, 5.165,16.991, 0.011
-45.733,   -21,-23.671,99.683,-0.462
63.142,    13, 9.474,-76.829, 0.776
32.308,     9, 7.974,1426.499, 0.246
17.933,     5, 2.117,2774.752,-0.027
19.461,    -3,-4.435,526.795, 0.130
39.269,    11,11.849,-154.653, 0.692
-13.593,    -8,-7.415,947.867,-0.180
117.968,    15,17.800,-2437.318, 0.559
129.303,    21,32.200,-8484.001, 0.929
84.625,     9, 9.950,-4939.360, 0.696
44.070,    10,11.050, 8.592, 0.001
18.293,    -4,-3.642,-173.035,-0.015
53.308,    12,17.900,-91.620, 0.008
14.026,     2, 4.872,568.895, 0.011
-43.563,   -25,-27.717,5838.661,-0.301
54.891,    11,10.817,-138.512,-0.007
 0.270,    -4,-2.701, 3.765, 0.040
 7.400,     0, 4.889,27.566, 0.023
-31.957,    -9,-6.056,23.604,-0.034
63.026,    23,27.470,-3692.219, 0.000
-31.021,    -3,-2.658,63.328,-0.014
27.161,    12, 9.414,-243.530,-0.037
-29.055,     0,-2.211,-55.200,-0.030
-51.214,   -20,-24.337,1546.293,-0.010
-14.885,    -1,-1.908,-185.087,-0.016
 9.113,     6, 7.765,-81.189,-0.007
26.188,    10, 7.064,-214.846, 0.003
23.714,     8, 6.976,-268.994, 0.152
-59.425,   -16,-24.357,2947.246,-0.002
35.714,     8, 5.976,-2.283,-0.020
-52.945,   -21,-28.214,11439.309,-0.018
-47.175,    -9,-13.140,4067.027,-0.499
-26.397,    -4,-10.635,11420.528,-0.029
-109.375,   -27,-32.342,20277.061,-0.037
-53.602,    -7,-12.500,6886.998,-0.660
-96.900,   -26,-32.622,9234.713,-0.541
71.369,    20,31.917,-190.516,-0.006
-125.335,   -61,-68.577,10373.062,-0.462
70.802,    19,21.117,-63.010,-0.033
13.045,    -3,-6.972,56.581,-0.005
20.345,    -7,-8.728,-693.790, 0.010
-9.535,   -15,-20.263,-856.928, 0.008
13.095,    -5,-11.911,-1077.034,-0.011
-109.195,   -22,-30.369,4820.840,-0.757
-6.095,    -2,-2.958,805.501, 0.190
-31.140,    -9,-16.767,3483.411,-0.416
-26.895,    -5,-2.882,1130.054,-0.019
-25.251,    -7,-6.474,449.175,-0.021
-43.947,    -8,-3.850,1097.790,-0.034
48.573,    10,11.450,-399.559, 0.442
42.505,     9,11.823,16.382, 0.441
46.322,     8,10.550,-272.277,-0.021
15.102,     4, 1.300,-125.953, 0.304
46.605,     9,10.914,53.897, 0.701
-14.812,   -10,-13.350,95.003,-0.047
-31.469,   -23,-28.633,-43.098,-0.551
-11.428,    -5,-10.827,69.802, 0.009
-15.147,   -13,-21.357,-807.758,-0.204
-157.648,   -60,-69.125,2995.803,-0.874
-46.643,   -13,-12.841,-151.366,-0.651
-134.655,   -55,-60.030,5513.677,-0.656
10.016,     3, 9.409,-97.030, 0.368
13.845,     4, 3.052,-78.819, 0.125
-64.518,    -9,-9.841,5512.306,-0.388
-79.036,   -32,-38.751,705.146,-0.587
-56.406,   -22,-30.399,692.244,-0.830
-73.558,   -26,-31.571,25.795,-0.662
-52.988,   -16,-21.045,93.089,-0.890
-116.591,   -31,-37.622,44.182,-0.884
 1.624,    -3,-4.750,-725.537, 0.026
-56.662,   -13,-19.500,554.571, 0.005
-12.991,    -4,-7.600,59.326, 0.065
-185.462,   -66,-77.708,-80.085,-0.784
-87.675,   -14,-13.647,8048.036,-0.916
-0.371,    -3,-3.614,1045.404, 0.207
-30.161,   -10,-14.750,2118.019,-0.070
-55.929,   -26,-30.809,2132.122,-0.010
-44.785,    -6,-4.179,4962.624, 0.022
-113.025,   -27,-27.050,1081.627, 0.001
11.389,     2, 4.417,187.179, 0.051
50.710,    18,21.917,-931.303, 0.095
65.911,    25,38.437,-8668.730, 0.385
-23.984,    -3,-5.625,-135.662,-0.146
 6.993,    -4,-4.333,-776.120,-0.046
-70.889,   -17,-20.116,4198.511,-0.576
-17.415,    -5,-8.633,1112.394,-0.152
-86.084,   -22,-24.038,-177.748,-0.310
-103.962,   -36,-39.361,4080.370, 0.001
-16.428,    -1, 0.304,1838.227, 0.064
 7.130,     4, 7.590,-30.316, 0.323
-32.227,    -5,-3.355,19.839,-0.016
 7.457,     0, 0.900,10.053,-0.002
-30.044,    -8,-6.178,-265.694,-0.000
-53.106,   -15,-19.580,5595.677,-0.612
48.257,     3,13.854,-4968.408, 0.625
-11.085,   -13,-13.640,-131.294, 0.097
16.303,     7,14.579,214.420,-0.032
48.961,    11,11.045,-120.229, 0.034
45.116,    12,13.445,188.486, 0.635
-63.603,   -15,-16.576,-93.620,-0.266
41.466,    10,15.795,-12.935, 0.497
53.468,    15,19.045,-214.520,-0.039
-76.412,   -20,-20.746,44.168,-0.795
-68.705,   -22,-26.685,45.106,-0.810
-14.369,    -5,-8.774,-2.752,-0.334
-22.788,    -8,-9.368,68.877, 0.145
28.096,     8,12.067,28.621,-0.023
11.508,     4, 6.339,31.566, 0.364
-4.963,    -3,-4.322,-116.656, 0.026
-47.090,   -17,-25.369,77.747,-0.643
69.869,    27,31.342,-1933.464,-0.014
38.293,    18,21.692,-2707.463,-0.017
40.981,    22,25.717,-1276.584,-0.048
36.556,     5, 6.009,-3423.815,-0.025
84.793,    34,39.342,-8045.809,-0.004
-11.265,    15,19.436,-144.696, 0.004
27.387,    20,28.219,26.838, 0.015
 8.691,    18,23.921,1574.464, 0.015
48.358,    22,21.993,641.649, 0.722
-7.622,     8, 9.797,-72.616, 0.004
-26.757,    -9,-9.360,1497.947, 0.015
56.201,    25,27.086,390.700, 0.100
-17.066,     2, 2.686,176.731,-0.182
64.552,    28,32.686,-12.306, 0.017
-95.090,   -35,-39.667,-61.542,-0.781
13.765,     5, 6.442,-76.381, 0.726
-40.164,   -16,-16.721,-64.231,-0.489
12.881,     6, 7.835,-80.174, 0.417
-18.393,    -3,-0.120,-130.694,-0.518
-12.280,    -3,-2.700,2226.202,-0.200
-23.090,    -8,-8.182,-2151.850,-0.254
-17.960,    -7,-14.619,-2139.112,-0.087
-20.965,    -1,-0.400,-1446.275,-0.191
-154.559,   -58,-65.208,8615.724,-0.811
-43.265,   -12,-6.727,53.478, 0.016
-97.415,   -32,-32.667,454.600, 0.016
-60.480,    -7,-6.088,45.589, 0.036
-23.671,    -4,-7.922,13.843, 0.001
-85.808,   -31,-43.639,11218.056,-0.630
-82.437,   -23,-32.442,469.672,-0.016
-30.878,   -14,-21.533,1610.359,-0.043
31.525,     9, 8.926,-140.452, 0.136
10.866,     4,10.393,-7239.321, 0.065
23.806,     8,16.072,-7239.321, 0.195
72.374,    17,18.816,-7365.504,-0.019
118.375,    34,40.216,-4981.760, 0.040
-6.799,    -1,-1.086,-17567.687, 0.030
45.580,    14,17.656,-17596.376,-0.011
 2.447,     8, 6.383,-38.883, 0.131
18.857,    14,23.550,161.527, 0.041
-39.206,     0,-1.200,3375.294,-0.020
26.725,    13,10.193,-535.236, 0.032
-18.171,    -8,-6.643,-572.793,-0.055
25.100,     1, 1.473,-426.209, 0.257
 7.170,     3, 8.494,-826.468, 0.132
-26.279,   -23,-25.251,7158.856,-0.300
-43.290,   -11,-16.015,263.409, 0.031
49.613,    15,22.942,135.914, 0.788
-54.150,   -20,-25.939,466.561,-0.024
-17.214,     5, 0.639,301.295, 0.027
 4.602,    -3,-9.213,482.401, 0.075
27.288,    10,10.477,245.475,-0.015
36.799,    11, 8.409,482.401, 0.102
 6.547,     7, 9.094,390.904, 0.026
54.351,    16,24.727,61.316, 0.018
-137.899,   -50,-56.981,1732.141,-0.574
-52.178,   -21,-29.515,1302.783,-0.047
-25.991,    -7,-11.754,-283.633,-0.026
-62.772,   -13,-16.013,4919.457,-0.018
-0.584,    -3,-5.000,-97.120,-0.001
55.561,    14,20.625,65.357, 0.184
 9.686,    -9,-10.145,-745.511, 0.093
-20.193,   -17,-21.679,1482.965, 0.058
55.515,    11,10.227,-94.236,-0.008
16.136,     2, 0.750,20.761, 0.212
-81.155,   -44,-49.439,-455.261,-0.224
55.515,    15,17.071,-55.131, 0.004
-8.108,   -15,-18.608,7731.649,-0.122
-140.009,   -68,-116.208,10375.039,-0.725
-30.833,    -4,-1.500,1460.399,-0.696
 3.818,    -5,-10.682,-5525.093,-0.124
47.580,    10,15.771,-5591.843, 0.013
-9.467,    -1, 1.938,-5590.778, 0.045
37.148,     0, 3.800,-3688.284,-0.003
41.848,     5, 8.700,-3607.626, 0.769
-33.630,    -8,-11.857,2749.654,-0.542
-40.623,   -12,-15.000,2365.074,-0.691
11.594,     8, 7.971,1431.947,-0.026
 3.117,    -2,-4.129,73.604, 0.015
-27.606,   -10,-8.960,6754.250, 0.012
-55.744,   -16,-18.890,1784.738,-0.456
 2.623,     5, 6.600,747.442, 0.002
73.690,    21,31.124,-7641.706,-0.007
131.470,    27,35.220,-3851.446, 0.665
128.077,    33,47.147,-3912.791, 0.822
134.983,    35,50.947,-7693.540, 0.018
126.178,    30,40.447,-4001.473, 0.839
19.896,    12,12.602,1283.325,-0.155
28.859,    23,24.591,6948.756, 0.056
80.854,    32,40.362,-245.340, 0.401
61.059,    27,29.062,-3858.322, 0.459
66.863,    30,33.162,-208.966, 0.705
76.228,    33,42.912,-244.398, 0.703
 5.990,    17,20.462,4471.646,-0.025
38.727,    28,32.273,4471.646, 0.346
67.267,    29,29.037,901.593, 0.506
70.657,    29,30.037,-3956.165, 0.622
-66.684,   -13,-9.498,2518.789,-0.014
71.233,    30,37.591,-376.053, 0.760
-65.597,   -11,-14.171,-622.554, 0.244
-87.181,   -27,-33.522,2980.444, 0.038
24.165,     5, 4.303,670.286, 0.174
13.430,     0,-0.333,281.710, 0.019
46.274,    13,16.411,-74.585, 0.948
-26.596,    -1, 0.190,-295.114,-0.224
-26.333,   -16,-17.948,1100.326, 0.018
-26.139,    -2,-0.089,722.883,-0.458
31.789,    10,11.111,1056.970, 0.633
-98.812,   -32,-30.049,722.883,-0.019
28.952,    13,14.135,-1596.134, 0.165
44.713,    11,11.351,-67.480, 0.574
44.933,    16,16.720,-1628.848,-0.022
17.825,     5, 5.046,-168.506, 0.024
-28.891,    -5,-7.400,-176.561,-0.067
-15.378,    -8,-7.136,-3640.450,-0.031
-19.764,   -11,-10.360,-3426.791,-0.009
23.005,     0,-0.214,-772.236, 0.109
 6.960,     2, 3.875,-1500.977, 0.124
13.657,     2, 2.303,-4292.043, 0.077
-99.143,   -35,-45.272,1726.448,-0.788
-13.577,    -2,-8.583,1017.928,-0.520
-8.477,   -10,-12.101,-1343.270, 0.020
24.286,    -2,-3.444, 4.065, 0.014
-37.804,   -13,-17.359,-116.194, 0.016
-14.658,    -3,-6.056,132.064, 0.016
-42.190,   -16,-20.582,99.911, 0.024
12.544,    -1,-0.879,-5960.187,-0.001
-45.664,   -12,-11.513,-6147.307,-0.455
-30.021,   -20,-20.932,-5960.187,-0.418
 2.797,     2,-0.950,2240.090, 0.022
-24.223,    -5,-6.309,-199.498, 0.017
14.606,     3, 0.528,89.237, 0.180
-87.772,   -28,-40.000,407.550,-0.001
