da_len_w_an4_l, da_len_w_an4_r, da_len_w_an4_opp, da_num_w_an4_l, da_num_w_an4_r, da_num_w_an4_opp, A_an4, fMs_an4, avg_FabsavgH_an4, C_an4, CnnC_an4, da_len_w_diff_l, da_len_w_diff_r, da_len_w_diff_opp, da_num_w_diff_l, da_num_w_diff_r, da_num_w_diff_opp, A_diff, fMs_diff, avg_FabsavgH_diff, C_diff, CnnC_diff
126.593, 126.235, 136.840, 116.248, 111.373, 132.379, 881.850, 45.176,  0.051,  8.000,  2.188, -3.062, -16.992, -4.563,  3.121, -2.124, -0.997, -83.936, -23.534,  0.280, -1.000,  0.098
120.582, 121.701, 100.073, 123.387, 135.609, 101.005, 2123.800, 190.154,  0.090,  4.000, -3.125, -6.040, 10.240, 14.800, -8.084, -6.224, 14.309, 10.179, -164.929, -16.203,  5.000,  6.681
138.904, 109.191, 114.441, 138.837, 103.460, 117.703, 3378.088, 115.640,  0.034,  4.000, -3.000, -18.643, 16.561,  1.891, -21.823, 19.393,  2.431, -284.223, -71.751,  0.252,  4.000,  4.938
114.888, 104.381, 151.941, 108.178, 100.794, 151.028, 222.509, 19.231,  0.086,  3.000, -4.667, 24.053,  4.590, -39.469, 30.678,  9.006, -39.684, -0.251, 74.498, -296.603,  2.000,  3.767
114.172, 122.100, 120.146, 121.201, 127.383, 111.415, 1590.211, 56.291,  0.035,  8.000,  1.438, -1.099,  7.938, -2.422,  2.387,  0.895, -3.283, 167.920,  3.865,  0.023,  0.000,  0.062
117.181, 128.068, 103.025, 118.252, 131.350, 110.398, 1227.475, 53.185,  0.043,  3.000, -4.000,  5.687,  0.941, 11.026, -3.737, -8.580, 12.317, 204.656, -3.300, -0.016,  3.000,  4.083
103.787, 108.883, 134.834, 119.315, 89.708, 150.977, 177.547, 18.220,  0.103,  3.000, -3.500, 30.743, -17.811, -1.638, 11.185, -3.039, -8.146, -105.092, -9.460,  0.090,  1.000,  1.875
125.579, 107.691, 126.730, 108.265, 111.266, 140.469, 507.713, 34.454,  0.068,  9.000,  3.667, -8.681, 12.391, -3.710,  0.445, 12.659, -13.105, -151.308, -17.211,  0.114, -5.000, -5.292
124.964, 114.518, 120.518, 124.998, 114.238, 120.764, 451.226, 42.975,  0.095,  3.000, -5.167,  9.750, -1.845, -7.905, 16.808, -5.295, -11.512, -97.494, 27.676, -0.284,  0.000,  0.667
120.870, 132.524, 74.665, 131.198, 138.167, 90.635, 10.661,  0.000,  0.000,  6.000, -2.000, -0.406, -22.608, 54.955, -7.076, -32.610, 39.687, -5.601,  0.000, -0.000, -3.000, -1.167
105.256, 134.153, 120.198, 100.872, 138.667, 120.461, 344.750, 24.731,  0.072,  6.000, -2.500, -14.495, -1.946, 16.834,  3.466, -23.086, 19.620, -231.771, 20.791, -0.090, -3.000, -0.500
119.065, 114.681, 118.668, 119.600, 117.946, 122.455, 421.328, 38.977,  0.093, 10.000,  2.438, 35.897,  0.278, -33.229, 43.717,  0.082, -43.799, -303.717, -24.261,  0.080, -5.000, -5.188
124.897, 109.209, 125.894, 125.020, 109.944, 125.037, 379.763, 31.108,  0.082,  5.000, -2.700,  7.657,  8.822, -20.647, 11.094,  8.828, -19.922, -62.953, 17.667, -0.281,  1.000,  2.617
140.833, 102.916, 119.248, 135.026, 108.587, 116.387, 28.146,  0.000,  0.000,  5.000, -0.600, -39.879,  5.163, 31.717, -31.996, -3.118, 35.114, -24.934,  0.000, -0.000, -2.000, -5.733
108.999, 113.331, 137.670, 112.843, 114.501, 132.656, 982.851, 100.070,  0.102,  6.000, -2.000, -2.730, 10.162, -8.056,  4.385, 13.127, -17.512, -721.659, -16.757,  0.023,  0.000,  2.083
118.892, 126.340, 111.098, 118.077, 123.253, 118.669, 1157.945, 76.972,  0.066,  7.000,  0.500, -33.967, 14.918, 25.114, -24.502,  8.390, 16.112, -728.622, -67.256,  0.092, -1.000, -0.583
