da_len_w_an4_l, da_len_w_an4_r, da_len_w_an4_opp, da_num_w_an4_l, da_num_w_an4_r, da_num_w_an4_opp, A_an4, fMs_an4, avg_FabsavgH_an4, C_an4, CnnC_an4, da_len_w_diff_l, da_len_w_diff_r, da_len_w_diff_opp, da_num_w_diff_l, da_num_w_diff_r, da_num_w_diff_opp, A_diff, fMs_diff, avg_FabsavgH_diff, C_diff, CnnC_diff
129.513, 120.906, 122.038, 126.586, 123.491, 109.923, 124.484,  3.483,  0.028,  6.000, -1.167, -7.112, -12.418,  4.161, -1.979, -16.400, 18.378, -52.228, 320.546, -6.137, -1.000, -2.333
119.978, 115.624, 120.529, 117.221, 125.060, 117.719, 1735.177, 84.070,  0.048,  8.000,  1.500,  9.509, 16.328, -7.619,  6.074, -0.682, -5.392, 284.333, 160.299,  0.564,  8.000,  4.778
126.715, 108.777, 126.021, 123.899, 117.441, 118.660, 1566.882, 56.153,  0.036, 10.000,  4.150,  5.820, -1.912, -10.890,  9.291, -3.549, -5.742, -245.612, -23.300,  0.095,  1.000,  0.600
119.355, 134.072, 119.736, 115.159, 127.192, 117.649, 1174.338, 66.419,  0.057,  5.000, -1.900, -20.084, -12.032, 18.441, -13.333, -15.695, 29.028, -92.592, -12.796,  0.138,  4.000,  4.275
133.519, 123.197, 114.214, 130.597, 130.606, 98.797, 2397.176, 113.550,  0.047,  4.000, -0.625, -23.212, 13.479,  2.490, -17.143,  2.159, 14.984, -95.490, -87.658,  0.918,  4.000,  1.500
146.673, 72.845, 138.310, 144.266, 76.127, 139.607, 386.678, 28.606,  0.074,  6.000,  0.250,  5.854,  8.968, -9.099,  7.460,  7.362, -14.822, -134.184, 19.869, -0.148, -1.000, -1.375
109.484, 140.790, 120.881, 115.830, 127.570, 116.601, 2994.824, 214.158,  0.072,  3.000, -3.000, 25.031, -12.459, 11.740,  6.441,  1.563, -8.003, -207.130, -69.517,  0.336,  5.000,  4.500
111.078, 130.693, 118.229, 113.180, 124.613, 122.207, 1171.787, 62.608,  0.053,  3.000, -4.333, 23.301, -7.492, -8.205, 17.487, -3.900, -13.587, -253.577, -37.722,  0.149,  4.000,  0.208
114.760, 105.609, 119.294, 125.658, 101.492, 132.849, 231.430, 48.916,  0.211,  6.000,  1.200, 34.444, -29.877, 13.001, 19.948, -19.104, -0.844, -83.244, -1.064,  0.013, -1.000, -3.200
111.273, 121.923, 113.485, 121.462, 126.916, 111.622, 2394.371, 109.503,  0.046,  5.000, -0.100, -2.734,  3.344, -5.277, -1.386, -2.534,  3.920, -94.954, -57.693,  0.608,  1.000, -2.067
127.589, 117.654, 128.838, 122.121, 121.494, 116.385, 504.101, 37.615,  0.075,  7.000, -0.875,  4.172, -7.070,  1.726,  4.230, -4.445,  0.215, -82.978, -7.656,  0.092,  1.000,  1.458
89.165, 126.479, 129.704, 100.374, 124.932, 134.694, 220.382, 55.194,  0.250,  4.000, -1.500, 14.653, -14.978,  6.895,  0.165, -5.233,  5.069, -53.737, -17.381,  0.323, -1.000, -5.667
111.078, 115.912, 130.263, 111.479, 119.697, 128.824, 15.210,  1.446,  0.095,  5.000, -1.200, -17.651, -0.665, 21.135, -16.805, -5.733, 22.538, -10.119, -1.422,  0.140, -4.000, -3.300
114.789, 126.945, 127.047, 104.250, 125.792, 129.958, 566.628, 51.551,  0.091,  6.000, -2.375, -63.867, 29.680, 21.762, -48.601, 25.582, 23.019, -94.192, 10.143, -0.108, -1.000,  3.075
148.460, 99.157, 103.778, 137.496, 114.424, 108.080, 248.363, 36.215,  0.146,  5.000, -2.400, -23.671, -8.341, 17.138, -20.509, 11.744,  8.765, -111.995, -23.544,  0.210,  0.000,  1.150
130.400, 130.485, 99.115, 130.400, 130.485, 99.115, 37.366, 143.354,  3.837,  6.000, -1.600, -29.889, -11.594, 21.207, -33.651, -3.460, 37.110, 57.281, -120.933, -2.111, -2.000,  0.100
104.033, 151.850, 104.117, 104.033, 151.850, 104.117,  1.577,  0.000,  0.000,  3.000, -4.500, 21.519, 13.554, -20.770,  8.195, 14.643, -22.838, 37.157, 64.318,  1.731,  3.000,  4.500
104.430, 111.680, 145.742, 102.901, 110.025, 147.075, 263.066,  9.646,  0.037,  4.000, -6.333,  5.528, -9.665, -2.451, 10.154, -1.747, -8.407, -149.722, -0.364,  0.002,  1.000,  2.333
145.574, 113.677, 96.621, 145.128, 112.405, 102.468, 567.687, 21.439,  0.038,  3.000, -6.167, -9.634, 14.059, -9.341, -7.660, 11.216, -3.556, 107.103,  7.660,  0.072,  2.000,  3.667
131.958, 110.322, 117.720, 131.081, 115.849, 113.070, 2320.949, 116.888,  0.050,  4.000, -4.333,  6.635,  5.366,  6.831,  5.086, -3.149, -1.938, -558.590, -24.223,  0.043,  2.000,  4.033
127.772, 108.787, 123.361, 128.159, 108.827, 123.014, 701.684, 89.724,  0.128,  6.000, -0.833, 12.966, -32.346, 13.791, 15.409, -20.743,  5.335, -208.083, -74.834,  0.360, -3.000, -1.833
114.929, 83.805, 166.833, 102.309, 88.148, 169.543, 773.985, 98.821,  0.128, 16.000,  9.000, 40.994, -18.980, -19.907, 51.822, -22.529, -29.294, 310.947, -28.662, -0.092, -4.000, -7.375
119.395, 111.237, 129.368, 121.662, 115.632, 122.706, 1661.723, 144.652,  0.087,  9.000,  0.812,  4.757, -9.876,  5.119,  4.595, -12.693,  8.099, -535.898, -63.427,  0.118, -5.000, -3.062
132.917, 125.123, 101.960, 129.686, 131.850, 98.465, 199.412,  6.172,  0.031,  9.000,  0.083, 14.309, -19.330,  6.660, 16.721, -29.863, 13.141, -85.656, -0.366,  0.004, -1.000, -4.417
112.630, 121.779, 125.680, 112.586, 121.773, 125.641, 377.586, 22.652,  0.060,  7.000, -1.800, 10.249, 17.435, -9.327,  4.014, 17.158, -21.172, -64.194, -11.300,  0.176, -3.000, -3.325
148.234, 69.687, 134.349, 149.942, 79.875, 130.183, 401.668, 20.373,  0.051,  6.000, -2.625, -7.762, -7.378, 20.620, -7.503, -18.040, 25.543, -127.338, -15.216,  0.119, -1.000,  1.925
126.630, 114.215, 120.996, 126.654, 114.085, 119.261, 522.857, 65.068,  0.124, 13.000,  4.375,  5.337, -9.253,  8.351,  4.758, -7.352,  2.594, -101.276, -44.803,  0.442, -7.000, -3.875
133.907, 122.644, 106.836, 130.404, 125.416, 104.180, 834.589, 30.263,  0.036,  3.000, -9.250, -25.870, 24.815, -1.192, -26.561, 19.861,  6.700, 167.048, -14.855, -0.089,  4.000,  9.893
127.639, 126.536, 125.522, 115.879, 117.752, 126.369, 294.495, 28.430,  0.097,  6.000, -1.400, -35.952, -10.413,  4.639, -17.285, 12.880,  4.405, -61.173, 81.584, -1.334, -1.000,  0.400
135.931, 139.123, 104.084, 123.396, 129.643, 106.961, 142.369,  6.628,  0.047,  3.000, -5.833, -27.390, -15.558,  9.323, -9.848, -10.038, 19.887, 228.803, 16.685,  0.073,  7.000,  7.250
154.154, 98.617, 108.061, 153.738, 99.566, 106.695, 44.498,  2.462,  0.055,  9.000, -0.214, -20.737,  5.401, 20.499, -23.318,  4.448, 18.870, -27.484,  4.135, -0.150, -6.000, -3.286
86.090, 121.313, 152.838, 86.930, 120.352, 152.718, 240.237, 48.746,  0.203,  6.000, -2.833, -3.503, 14.500, -9.480, -6.114, 16.353, -10.238, -197.109, -45.492,  0.231, -3.000, -1.167
97.014, 150.489, 112.497, 100.923, 148.938, 110.140, 301.529, 10.362,  0.034,  7.000, -0.900, -10.259, -25.478, 31.965, -12.281, -24.019, 36.300, -164.185, -7.623,  0.046, -3.000, -2.850
129.800, 110.007, 123.310, 119.355, 118.893, 121.752, 797.412, 113.607,  0.142,  6.000, -1.500, -59.795, 18.324, 38.635, -47.978,  7.925, 40.052, -713.434, -106.012,  0.149, -5.000, -4.000
125.749, 141.154, 111.444, 116.576, 135.381, 108.043, 207.728,  7.649,  0.037,  3.000, -4.167, -58.668, 20.609, 42.564, -60.921, 26.598, 34.323, -36.530, 33.804, -0.925, -2.000,  0.667
133.447, 121.703, 111.624, 132.223, 115.406, 112.370, 590.503, 44.465,  0.075,  8.000, -0.083, -30.886,  6.446, 15.807, -28.361,  8.472, 19.889, -14.563, -38.242,  2.626, -4.000, -1.792
   NaN,    NaN,    NaN,    NaN,    NaN,    NaN,  2.243,  0.000,  0.000, 14.000,  8.179,    NaN,    NaN,    NaN,    NaN,    NaN,    NaN,  4.220,  2.700,  0.640, -11.000, -12.179
127.004, 103.466, 122.531, 134.520, 101.921, 123.559, 1516.640, 121.963,  0.080,  3.000, -2.833, -8.229,  1.978,  5.954, -13.805, -2.652, 16.457, -199.993, -49.596,  0.248,  6.000,  6.208
123.419, 143.200, 93.381, 123.419, 143.200, 93.381, 94.660, 25.143,  0.266, 17.000, 10.056, -20.842, -3.253, 24.095, -16.716, -0.303, 17.020, 141.615, -18.875, -0.133, -12.000, -12.806
124.558, 120.658, 118.857, 129.996, 117.118, 112.886, 1545.529, 66.280,  0.043, 10.000,  1.357, -12.539, -10.894, 19.360, -10.573,  0.512, 10.061, -160.695, 51.200, -0.319, -5.000, -1.757
88.754, 131.763, 139.483, 89.253, 132.541, 138.206, 417.261, 21.889,  0.052,  4.000, -2.750, -9.831, 10.737, 12.350, -13.101, 10.143,  2.958, -148.776, 15.748, -0.106,  1.000,  4.050
99.945, 116.781, 143.275, 99.912, 112.126, 147.963, 320.653, 16.796,  0.052, 11.000,  3.357, 16.105,  4.940, -1.873, 13.544, -4.272, -9.271, -214.999, -10.037,  0.047, -7.000, -3.107
113.735, 136.769, 109.414, 105.398, 128.421, 126.181, 123.849,  7.439,  0.060,  4.000, -4.500, 14.292, -16.311,  1.261, 24.403, -12.096, -12.318, 87.831, -2.718, -0.031,  0.000,  0.500
125.011, 106.378, 127.040, 119.129, 115.530, 125.341, 1034.908, 60.757,  0.059,  4.000, -3.250, -18.682, 21.721,  6.347, -18.679, 12.857,  5.822, -233.593, -30.203,  0.129,  1.000,  0.750
107.102, 142.342, 112.642, 105.804, 140.003, 114.193, 465.169, 41.068,  0.088,  5.000, -1.400, -22.350,  5.544, 11.396, -14.426,  9.077,  5.342, 42.141, 96.638,  2.293,  5.000,  4.817
132.670, 120.227, 111.314, 131.202, 120.120, 108.678, 151.067, 14.658,  0.097,  9.000,  1.625, -11.116, -6.099, 13.004, -7.849, -7.790, 15.640, -45.281, -3.338,  0.074, -3.000, -4.792
86.206, 129.523, 144.272, 86.157, 127.877, 145.966, 922.734, 215.148,  0.233,  9.000,  1.500, -12.179,  8.770,  4.643, -6.087,  8.241, -2.153, -323.997, -202.157,  0.624, -4.000, -2.625
95.806, 128.407, 137.934, 98.755, 126.250, 134.994, 471.706, 50.348,  0.107,  5.000, -2.000, -8.289, 22.863, -8.996, -10.035, 21.331, -11.296, -120.604, -40.596,  0.337, -1.000,  0.000
118.702, 115.506, 133.824, 118.491, 108.506, 133.003, 1975.588, 113.263,  0.057,  6.000, -0.917, -18.059, -4.577, 12.961, -18.142,  1.047, 17.095, -459.077,  6.297, -0.014,  4.000,  4.274
105.628, 110.192, 144.180, 105.041, 109.824, 145.135, 22.500,  0.000,  0.000,  6.000, -0.500, -32.065, 46.444, -1.839, -37.748, 45.446, -7.698, -19.062,  0.000, -0.000,  1.000, -3.000
114.372, 102.762, 133.175, 116.089, 105.636, 138.275, 663.551, 56.918,  0.086,  4.000, -0.875, 13.933, -16.486, -7.892, 13.734, -9.709, -4.025, -210.640, -45.110,  0.214,  0.000, -3.000
119.293, 122.561, 118.146, 117.185, 119.405, 123.410, 852.232, 49.190,  0.058,  5.000, -0.400, -27.700, 14.326, -1.007, -16.484, 18.409, -1.925, -17.106, -37.851,  2.213,  0.000, -1.400
117.434, 142.236, 111.085, 123.077, 137.897, 99.026, 583.909, 19.296,  0.033,  5.000, -2.700, -13.142,  1.767,  3.895, -7.943,  3.108,  4.835, -42.065, -6.741,  0.160,  4.000,  4.300
138.722, 125.716, 95.562, 131.386, 129.233, 99.382, 123.425,  7.062,  0.057,  3.000, -2.000, -20.005,  7.068, 13.529, -15.246,  8.572,  6.673, 63.210, -2.321, -0.037,  1.000, -1.375
127.378, 100.721, 117.876, 126.761, 110.206, 123.033, 858.305, 28.695,  0.033,  3.000, -2.667,  2.057,  7.252, 23.029,  6.555, -15.506,  8.951, -174.281, -7.884,  0.045,  1.000,  0.542
127.516, 94.942, 130.030, 135.618, 98.849, 125.534, 396.827, 108.407,  0.273,  6.000,  0.125, 14.579, -8.831, -2.857, -3.783, -0.993,  4.776, -82.810, -97.552,  1.178, -2.000, -2.875
126.201, 109.318, 124.481, 127.879, 111.139, 120.982, 419.469, 31.673,  0.076,  5.000, -1.333,  2.643, -15.189, 16.585,  2.638, -19.534, 16.896, -57.351, 16.044, -0.280,  1.000,  1.250
117.447, 120.229, 122.324, 117.586, 120.348, 122.066, 16.223,  0.000,  0.000,  6.000,  0.400, -17.201,  8.355, 14.098, -11.160,  3.641,  7.520,  5.036, 146.751, 29.140,  1.000, -0.275
99.591, 124.525, 135.884, 108.409, 121.238, 130.353, 77.476, 38.017,  0.491,  7.000,  1.083, 13.091, -13.766,  0.829,  4.196, -10.853,  6.657, -68.685, -33.308,  0.485,  0.000, -2.083
138.946, 135.950, 97.247, 136.738, 132.556, 90.706, 5051.015, 130.569,  0.026,  5.000, -3.625,  8.502, -3.503, -9.768, 11.207, -1.771, -9.437, 134.310, -56.799, -0.423,  5.000,  5.812
146.281, 124.089, 104.302, 135.124, 121.803, 103.073, 1012.076, 68.837,  0.068, 17.000,  9.821, -9.367,  2.872, -16.952,  9.404, -0.337, -9.066, 406.045, 33.099,  0.082, -10.000, -8.964
118.126, 119.189, 118.327, 120.744, 117.859, 121.397, 554.424, 51.640,  0.093,  6.000, -1.083, 12.959, -1.703, -7.323, 14.632, -3.108, -11.524, -115.191, -41.316,  0.359, -1.000, -1.792
140.354, 96.657, 122.989, 135.002, 94.239, 130.758, 814.343, 23.235,  0.029,  9.000,  2.417,  3.186, 13.203, -24.076, 12.169, 17.545, -29.714, -101.520,  1.455, -0.014, -5.000, -5.667
121.315, 122.871, 118.048, 120.729, 121.610, 117.661, 904.904, 27.575,  0.030,  1.000, -6.750,  1.298, 17.444, -11.170,  3.977, 15.151, -19.128, -133.386, -5.425,  0.041,  2.000,  2.250
112.919, 125.453, 120.184, 108.686, 127.706, 123.608, 2262.034, 434.454,  0.192, 10.000,  2.417,  9.439,  9.636, -0.580, 13.456, -6.144, -7.312, -184.560, -405.381,  2.196,  0.000,  0.155
132.139, 134.203, 96.951, 125.623, 132.841, 101.536, 2643.260, 102.163,  0.039, 13.000,  6.000, 16.664, -5.500, -14.778, 26.206,  6.742, -32.948, -531.484, -84.095,  0.158, -3.000, -4.214
106.209, 117.182, 137.487, 106.136, 113.843, 140.021, 5949.685, 559.988,  0.094,  6.000, -0.833, 13.114, -25.964, 11.487, 13.182, -24.376, 11.194, -4067.044, -386.947,  0.095,  2.000,  2.333
130.101, 103.875, 126.527, 123.553, 116.193, 120.253, 14410.171, 569.768,  0.040,  6.000,  1.167, -24.564, 21.302, -4.267, -13.062,  9.431,  3.632, -964.579, -412.452,  0.428,  4.000,  2.483
130.712, 116.756, 107.962, 129.805, 127.231, 102.963, 8483.094, 227.306,  0.027,  5.000, -0.800, 11.791, -5.012,  1.736,  6.077, -9.289,  3.213, -347.781, -32.121,  0.092,  7.000,  4.633
158.243, 96.749, 96.078, 148.615, 103.185, 108.198, 1036.403, 55.515,  0.054,  4.000, -2.000, -13.373,  1.702, -0.457,  3.410, -2.865, -0.543, -69.827, -12.131,  0.174,  1.000,  0.600
128.324, 108.682, 117.243, 135.738, 112.756, 111.506, 291.388, 17.148,  0.059,  6.000,  0.333, 27.774, -3.616, -12.928, 15.466, -7.623, -7.843, -36.349, -13.582,  0.374, -1.000, -1.133
136.929, 87.958, 136.154, 121.479, 101.230, 137.289, 187.209,  6.383,  0.034,  5.000,  0.100, -9.816, 11.550, -11.782, 10.237, -3.381, -6.853, -59.729,  0.615, -0.010, -1.000, -2.600
113.848, 102.872, 143.281, 115.759, 101.623, 142.618, 11.705,  1.022,  0.087,  5.000, -0.400, -26.144,  4.524, 20.445, -26.968,  5.810, 21.158, 16.054,  6.848,  0.427, -2.000, -7.267
114.677, 126.070, 119.251, 112.368, 121.005, 126.623, 2582.127, 154.678,  0.060,  3.000, -3.833, -12.230, -8.999,  3.902, -6.237,  1.085,  5.156, 173.274, 66.860,  0.386,  3.000, -0.333
137.016, 80.251, 142.733, 137.683, 84.429, 137.888, 113.788,  6.550,  0.058,  4.000, -1.375, 37.990, 22.138, 14.515, 32.074, -19.362, -12.712, 153.841, -3.264, -0.021, -1.000, -4.375
129.638, 119.756, 133.973, 123.341, 107.458, 129.200, 547.138, 26.181,  0.048,  6.000,  0.500, -64.804, -21.065, -4.109, -18.764,  5.502, 13.262, -117.096, -13.945,  0.119,  0.000, -0.800
128.033, 115.363, 106.936, 123.760, 121.063, 115.177, 3284.775, 103.930,  0.032,  5.000, -2.125, 16.499,  2.463, -10.122, 16.705, -2.667, -14.038, 488.886, -29.606, -0.061,  3.000,  3.500
128.287, 118.673, 113.040, 126.037, 119.686, 114.276, 18.757,  1.872,  0.100,  6.000,  0.667, 19.817, -32.308, -2.431, 22.242, -24.600,  2.358, 83.578,  4.833,  0.058, -3.000, -5.667
122.133, 128.815, 133.141, 110.529, 120.598, 128.874, 2814.915, 129.035,  0.046,  4.000, -2.875,  1.025, -24.719, -9.006,  9.741, -10.898,  1.156, 335.330, 25.764,  0.077,  4.000,  3.625
145.910, 139.127, 99.431, 129.845, 138.706, 91.449, 2996.760, 49.033,  0.016,  6.000,  0.417, -21.161, -1.577, -5.044, -6.456,  1.920,  4.536, 352.601, -28.284, -0.080,  2.000,  0.333
125.855, 110.667, 117.103, 135.318, 117.214, 107.467, 111.671, 74.964,  0.671,  6.000,  1.500, -44.912,  5.669, 43.655, -22.775, -25.255, 48.030, 10.623, -42.217, -3.974, -3.000, -5.000
126.594, 119.496, 120.571, 114.762, 121.799, 123.440, 3965.403, 283.860,  0.072,  3.000, -2.667, 23.140, -14.460,  0.685, 24.719, -5.523, -19.197, -124.975, -237.526,  1.901,  5.000,  4.667
131.543, 91.742, 120.980, 132.635, 113.260, 114.105, 411.097, 66.835,  0.163,  4.000, -2.125, 23.959, -38.812, 18.249, 29.529, -51.199, 21.669, -93.340, -63.477,  0.680,  0.000,  0.500
122.220, 124.052, 118.440, 121.146, 124.956, 113.898, 7867.033, 359.770,  0.046,  7.000,  0.643, -21.959, -2.965,  1.601, -8.296, -2.216, 10.512, -985.247, -59.607,  0.061,  8.000,  7.280
126.962, 119.990, 113.048, 130.753, 114.900, 114.347, 486.734, 45.920,  0.094, 11.000,  4.375,  9.908, -16.955, -0.042,  7.799, -13.470,  5.671, -62.231, -8.846,  0.142, -6.000, -6.750
132.365, 108.805, 116.645, 131.792, 106.501, 121.707, 190.179,  5.519,  0.029,  6.000, -2.000, 20.344, -14.941,  0.883, 16.542,  9.955, -26.497, 240.120, 49.577,  0.206, -1.000,  1.000
130.516, 110.956, 120.107, 135.234, 110.752, 114.014, 638.862, 56.184,  0.088,  5.000, -0.100,  5.827, -12.965,  5.559,  5.128, -15.151, 10.023, -256.688, -44.241,  0.172, -1.000, -2.025
118.888, 144.613, 114.166, 112.533, 139.728, 107.739, 424.860, 16.382,  0.039,  5.000, -2.500, 14.983, -8.884, -30.924, 24.298, -2.003, -22.295, 249.135, -4.188, -0.017,  2.000,  3.417
87.201, 129.791, 143.008, 103.418, 126.446, 130.135, 708.915, 193.731,  0.273,  7.000,  0.700, -4.663, -4.599, 12.010, -21.699, -3.195, 24.894, -205.690, -146.467,  0.712, -4.000, -3.367
137.116, 78.857, 130.607, 140.702, 83.325, 135.973, 54.675,  0.000,  0.000, 10.000,  1.800, -50.201, 61.777, -20.180, -43.860, 59.741, -15.881,  5.065,  3.184,  0.628, -7.000, -5.133
83.478, 149.643, 124.633, 106.785, 150.269, 102.946, 449.197, 19.560,  0.044,  7.000, -1.625, -21.323, 17.112,  2.924, -43.172, 19.310, 23.862, -136.439, -5.855,  0.043, -4.000, -0.042
109.715, 121.780, 128.504, 125.220, 108.711, 126.069, 212.963, 34.072,  0.160,  6.000, -1.000, -5.439, 16.585, -11.146, -14.685, 27.657, -12.972, -151.420, -26.074,  0.172, -1.000, -1.625
108.690, 119.322, 131.989, 116.539, 117.618, 125.843, 216.328, 45.593,  0.211,  6.000,  0.667, 15.945,  4.673, -2.370, -0.655, 10.613, -9.957, -153.426, -36.129,  0.235,  1.000, -1.417
105.941, 131.926, 125.533, 103.439, 137.419, 119.141, 308.378, 12.528,  0.041,  4.000, -1.000, -9.181, -27.452, 13.940, -0.922, -24.094, 25.016, -68.659, 20.795, -0.303,  5.000,  2.000
142.245, 108.637, 109.118, 156.106, 85.033, 118.861, 61.486, 17.596,  0.286,  6.000,  0.167,  4.137, -19.921,  6.545, -11.735,  6.781,  4.955, -13.006, 162.829, -12.519,  2.000, -0.417
128.343, 131.441, 110.310, 123.609, 133.243, 103.148, 99.292, 16.425,  0.165,  8.000,  1.812, -44.412, -2.265, 24.883, -33.150, -4.594, 37.744, 38.581, 57.849,  1.499, -1.000, -2.112
82.526, 135.059, 142.816, 84.562, 131.465, 143.973, 595.550, 101.919,  0.171,  5.000, -1.600, -7.390, -3.300,  2.941, -3.657, -0.235,  3.892, -215.137, -90.682,  0.422,  4.000,  4.386
116.621, 95.425, 147.954, 106.181, 96.217, 157.603, 1488.764, 115.875,  0.078,  4.000, -2.750, 15.842, -18.305,  6.804, 22.712, -17.700, -5.011, 702.901, 121.777,  0.173, -2.000,  0.083
122.400, 74.176, 117.856, 136.357, 104.594, 119.050, 5087.921, 121.663,  0.024, 10.000,  2.357, -0.670, 46.778,  8.423, -4.715, 10.968, -6.253, 51.001, 165.385,  3.243, -2.000,  0.018
132.116, 93.038, 139.021, 126.914, 105.363, 127.723, 1590.371, 140.656,  0.088, 12.000,  6.688, -20.444, 32.706, -1.789,  4.182,  2.323, -6.505, -686.294, -125.776,  0.183, -9.000, -11.521
120.816, 115.871, 123.862, 120.482, 115.931, 123.587, 3076.792, 322.451,  0.105,  3.000, -3.500, 36.860, -52.840, 19.468, 29.180, -46.904, 17.724, -1235.497, -173.086,  0.140, -2.000,  0.500
124.065, 115.765, 113.880, 118.593, 117.507, 123.900, 1233.005, 28.780,  0.023,  1.000, -3.500,  6.200, -7.733, -1.525, 10.019, -9.375, -0.644, 312.411,  1.875,  0.006,  6.000,  3.929
116.140, 119.798, 124.063, 132.212, 105.552, 122.235, 105.802, 15.550,  0.147,  5.000,  0.400, 24.721,  9.982, -35.111,  4.038, 28.466, -32.504, 122.029, -12.968, -0.106,  0.000, -2.650
122.437, 106.861, 130.703, 123.567, 102.091, 134.342, 5754.592, 397.783,  0.069,  5.000, -0.700, -7.868, -2.301,  4.321, -6.038, -2.479,  8.517, -804.525, -72.958,  0.091, 12.000, 10.825
134.526, 114.876, 111.920, 131.768, 111.458, 116.765, 938.641, 20.424,  0.022, 13.000,  3.667,  6.270, -1.876, -8.513, 14.517, -10.798, -3.709, 26.285, -5.208, -0.198, -7.000, -3.917
101.760, 129.479, 128.761, 101.760, 129.479, 128.761, 92.827, 68.445,  0.737,  4.000, -4.875, 28.216, -10.496, -11.776, 32.270, -21.125, -11.145, -32.869, -61.993,  1.886,  0.000,  1.125
123.559, 120.945, 116.840, 123.285, 117.669, 119.046, 3387.179, 149.101,  0.044,  4.000, -3.500, -11.367,  4.824, -2.335, -5.137, 10.812, -5.680, 68.077, 56.124,  0.824,  6.000,  6.800
114.180, 94.326, 151.494, 114.180, 94.326, 151.494,  2.243,  0.000,  0.000,  3.000, -7.000, 37.756,  7.441, -45.198, 37.756,  7.441, -45.198, 107.631, 15.027,  0.140,  4.000,  4.250
131.407, 92.545, 136.047, 133.306, 90.839, 135.855, 152.073, 16.239,  0.107,  4.000, -3.333,  8.015, 29.702, -37.717,  8.370, 38.817, -47.188, -122.642, -8.089,  0.066,  1.000, -0.292
119.818, 123.543, 116.639, 123.846, 122.348, 113.805, 432.486, 12.348,  0.029,  5.000, -2.375,  5.798, 11.525, -11.549, -6.014, 14.798, -8.785, 170.804, -4.516, -0.026,  0.000, -1.325
133.095, 119.422, 105.445, 132.338, 119.956, 107.706, 168.618,  9.449,  0.056,  7.000,  0.071,  4.235, 11.024, -18.976,  4.649, 15.103, -19.752, 218.588, -2.526, -0.012, -3.000, -4.946
111.958, 154.431, 113.209, 100.997, 139.439, 119.564, 105.855, 33.514,  0.317,  6.000,  0.700, 44.435, -129.909, 65.875, 55.397, -114.916, 59.520, -45.159, -30.519,  0.676, -2.000, -7.200
120.382, 121.227, 124.733, 117.351, 116.634, 126.014, 816.635, 31.895,  0.039,  7.000,  1.000, -5.935, -1.725,  3.810, -20.001, 15.892,  4.110, -3.369, 150.374, -44.640,  2.000, -2.600
92.664, 177.497, 89.838, 92.664, 177.497, 89.838, 39.802,  6.079,  0.153,  5.000, -0.600, 13.539, -16.763,  4.857, 12.723, -14.990,  2.267, -34.017, -6.079,  0.179,  1.000, -3.567
128.457, 133.924, 97.914, 133.659, 117.183, 109.158, 213.057, 57.800,  0.271,  5.000, -2.125, -17.297, -9.057, 12.737, -15.655, 13.922,  1.734, -133.756, -51.765,  0.387,  4.000,  1.708
140.671, 100.796, 95.516, 146.456, 116.166, 97.378, 33.750,  0.000,  0.000,  3.000, -3.500, -17.881, 24.586, 19.897, -26.791, 11.389, 15.402,  6.475,  8.594,  1.327,  0.000,  0.000
81.614, 142.934, 135.451, 95.688, 139.075, 125.236, 2184.208, 211.103,  0.097,  3.000, -4.333,  3.890,  3.947, 13.880, -24.053,  8.866, 15.188, -748.180, -28.149,  0.038,  1.000,  1.083
114.870, 109.677, 124.658, 119.605, 113.394, 127.001, 182.577,  5.919,  0.032,  8.000,  2.357,  3.996, 25.164, -36.686,  0.935, 18.837, -19.773, 182.503,  8.561,  0.047, -1.000, -1.357
111.601, 110.936, 137.222, 116.968, 110.396, 132.635, 1278.704, 49.046,  0.038,  3.000, -5.500, 50.556, -37.811,  2.351, 41.163, -46.221,  5.059, -534.110, 20.758, -0.039,  3.000,  5.250
119.882, 124.075, 111.579, 123.036, 128.833, 108.132, 737.020, 31.963,  0.043,  6.000, -1.333,  8.122,  7.532, -9.087,  4.998, -2.415, -2.583, -15.409, -22.581,  1.465,  4.000,  5.333
115.369, 89.048, 118.079, 125.394, 105.350, 129.255, 752.965, 34.913,  0.046,  7.000,  0.333, -37.096, 55.852, -13.426, -29.952, 38.131, -8.179, -154.516, -27.121,  0.176, -2.000, -1.833
131.397, 137.890, 120.146, 124.931, 127.825, 107.245, 148.839,  9.810,  0.066,  0.000, -2.000, 15.696, -54.986,  9.857, 17.644, -33.372, 15.728, -18.821, -7.859,  0.418,  3.000, -0.500
122.781, 112.137, 125.083, 125.597, 111.169, 123.233, 372.308, 14.343,  0.039,  4.000, -2.250, -5.386,  9.155, -3.768, -8.699,  7.980,  0.720,  8.538,  5.452,  0.639,  0.000, -0.250
127.898, 111.573, 120.530, 131.313, 117.275, 111.412, 590.370, 16.669,  0.028,  4.000, -1.750, -31.216, 36.418,  9.921, -41.475, 25.742, 15.734, 12.903, -4.862, -0.377,  3.000,  2.750
97.877, 127.489, 134.635, 102.446, 125.184, 132.370, 2799.161, 384.101,  0.137,  4.000, -3.000, -12.606, -11.144, 26.277, -27.873, -0.735, 28.608, -2151.350, -282.667,  0.131, -1.000, -1.167
134.901, 103.942, 107.462, 137.956, 110.790, 111.254, 20.806,  1.282,  0.062,  7.000,  1.857, -35.939, 24.678,  6.330, -36.784, 23.718, 13.066,  2.084,  0.838,  0.402, -4.000, -4.190
